event_id,event_name,start_time,fighter_a,fighter_b,scheduled_rounds,is_title_fight,market,selection,book,american_odds,selection_name,odds_api_event_id,odds_source,snapshot_fallback_used,last_snapshot_time
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Jafel Filho,Lucas Rocha,3.0,0,moneyline,fighter_a,fanduel,-298.0,Jafel Filho,,snapshot_history,1,2026-04-20 02:15:16
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Jafel Filho,Lucas Rocha,3.0,0,moneyline,fighter_b,fanduel,240.0,Lucas Rocha,,snapshot_history,1,2026-04-20 02:15:16
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Jafel Filho,Lucas Rocha,3.0,0,fight_goes_to_decision,fight_goes_to_decision,manual,,Fight goes to decision,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Jafel Filho,Lucas Rocha,3.0,0,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision,manual,,Fight doesn't go to decision,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Jafel Filho,Lucas Rocha,3.0,0,inside_distance,fighter_a,manual,,Jafel Filho,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Jafel Filho,Lucas Rocha,3.0,0,inside_distance,fighter_b,manual,,Lucas Rocha,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Jafel Filho,Lucas Rocha,3.0,0,by_decision,fighter_a,manual,,Jafel Filho,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Jafel Filho,Lucas Rocha,3.0,0,by_decision,fighter_b,manual,,Lucas Rocha,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Talita Alencar,Julia Polastri,3.0,0,moneyline,fighter_a,fanduel,205.0,Talita Alencar,c1ca349730d52f62b779f10f9f90f960,live_api,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Talita Alencar,Julia Polastri,3.0,0,moneyline,fighter_b,fanduel,-240.0,Julia Polastri,c1ca349730d52f62b779f10f9f90f960,live_api,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Talita Alencar,Julia Polastri,3.0,0,fight_goes_to_decision,fight_goes_to_decision,manual,,Fight goes to decision,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Talita Alencar,Julia Polastri,3.0,0,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision,manual,,Fight doesn't go to decision,,missing,0,
